Job Title,Location,Company founded,Employee Count,Description,Skills,Link
Neurowyzr - Senior Infra / Cloud Engineer,Job available in Chennai,Founded in 2019,10 - 50 employees,"Neurowyzr is an AI-based gamified digital assessment and omni platform enabling early detection, diagnosis, therapy, monitoring, and prevention of brain health to enhance the mental and physical health of employees","Kubernetes,DevOps,CI - CD,AWS",https://www.instahyre.com/job-293393-senior-infra-cloud-engineer-at-neurowyzr-chennai/
Novelty Data Solutions - Software Developer,Job available in Bangalore,Founded in 2015,10 - 50 employees,"Novelty Data is an IT consulting company that offers product engineering, managed IT, validation, verification, and application modernization services to clients across the US, EMEA, and India regions.",".NET,C,C++,Java,JavaScript,Ruby,Angular,+4,Node.js,React.js,Spring,Struts",https://www.instahyre.com/job-293366-software-developer-at-novelty-data-solutions-bangalore/
Persistent Systems - DevOps Engineer / Architecture,Job available in Bangalore,Founded in 1990,More than 1000 employees,"Persistent Systems is an IT & Services company that has specialities in Outsourced Software Product Development, OPD, Software Product Engineering, etc. It is listed on BSE & NSE.","DevOps,AWS,Shell Scripting,Terraform",https://www.instahyre.com/job-293295-devops-engineer-architecture-at-persistent-systems-bangalore/
Persistent Systems - Software Engineer - React.js + AWS Or Azure,Job available in Bangalore,Founded in 1990,More than 1000 employees,"Persistent Systems is an IT & Services company that has specialities in Outsourced Software Product Development, OPD, Software Product Engineering, etc. It is listed on BSE & NSE.","React.js,AWS,DevOps",https://www.instahyre.com/job-293365-software-engineer-reactjs-aws-or-azure-at-persistent-systems-bangalore/
PhonePe - Software Engineer - Backend,Job available in Bangalore,Founded in 2015,More than 1000 employees,"PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India.","C,C++,Golang,Java,Node.js",https://www.instahyre.com/job-293417-software-engineer-backend-at-phonepe-bangalore/
Quantum - Data Engineer,Job available in Bangalore,Founded in 1995,500 - 1000 employees,"Quantum is a data storage and management company based in California that provides secure, end-to-end solutions to manage and preserve unstructured data and video and easily extract insights from it.",SQL,https://www.instahyre.com/job-293334-data-engineer-at-quantum-bangalore/
SiteRecon - Sr. Backend Engineer,Job available in Noida,Founded in 2020,50 - 200 employees,"SiteRecon is a property intelligence platform that leverages AI automated tools to facilitate aerial measurements, mapping, and surveying for landscaping contractors, salespeople, and landowners.","Angular,React.js,Vue.js",https://www.instahyre.com/job-293425-sr-backend-engineer-at-siterecon-noida/
Syfe - SDE II - Backend,Job available in Gurgaon,Founded in 2018,50 - 200 employees,"Syfe is the digital wealth manager for investors who expect more greater transparency, smarter personalized portfolios, and better investment outcomes, specializing in Finance, Investment, Portfolio Management, etc.","C,C++,Golang,Java,Node.js,Ruby,Scala",https://www.instahyre.com/job-293418-sde-ii-backend-at-syfe-gurgaon/
Tech Mahindra - Data Engineer,Job available in Bangalore,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.",Google Cloud,https://www.instahyre.com/job-293455-data-engineer-at-tech-mahindra-2-bangalore/
Tech Mahindra - GCP Data Engineer,Job available in Noida,Founded in 1986,More than 1000 employees,"Tech Mahindra is an MNC provider of IT, networking, and BPO services to various verticals & horizontals. With 1.2 lakhs professionals across 90 countries, it is valued at US$4.7 Billion. Ranked #15 in Forbes Digital List.","Google Cloud,Java",https://www.instahyre.com/job-293419-gcp-data-engineer-at-tech-mahindra-2-noida/
Thoucentric - MLOps Engineer,Job available in Bangalore,Founded in 2015,200 - 500 employees,Thoucentric is a niche management consulting organization that uses relevant digital and functional domain expertise to solve complex business problems across varied industry segments and functions.,Machine Learning,https://www.instahyre.com/job-293346-mlops-engineer-at-thoucentric-bangalore/
Tredence Inc - GCP - Data Engineer,Job available in Bangalore,Founded in 2013,500 - 1000 employees,"Tredence Inc is a Management Consulting company that specializes in solutions related to Data Visualization, BI Solutions, Advanced Analytics, Tableau Services, Analytics Consulting, etc.","Google Cloud,PySpark",https://www.instahyre.com/job-293439-gcp-data-engineer-at-tredence-inc-bangalore/
XenonStack - ML Engineer,Job available in Mohali,Founded in 2012,50 - 200 employees,"XenonStack is an IT & Services company that provides services related to Platform Strategy and Development, Cloud Native Transformation, Enterprise DevOps, Data and AI Strategy and Solutions, etc.","Java,Machine Learning,R,Keras,PyTorch,+1,Scikit-learn",https://www.instahyre.com/job-293339-ml-engineer-at-xenonstack-mohali/
Aryson Technologies - Software Engineer,Job available in Noida,Founded in 2014,10 - 50 employees,N/A,"Flask,Shell Scripting,OpenStack,MySQL",https://www.instahyre.com/job-293266-software-engineer-at-aryson-technologies-noida/
Conviva - Sr. SDET,Job available in Bangalore,Founded in 2006,200 - 500 employees,"Conviva offers video stream optimization solutions. It is a Video AI Platform provides insight into streaming TV consumption, engagement, & viewer experience. Clients HBO, Hulu, ESPN, NBC, Turner, Disney and more.","Automation Testing,SDET,Big Data,Cucumber,Java",https://www.instahyre.com/job-293185-sr-sdet-at-conviva-bangalore/
Data Sutram - Technical Lead,Job available in Mumbai,Founded in 2018,0 - 10 employees,Data Sutram is an AI-based location intelligence company with a cloud-based B2B data marketplace product that helps businesses leverage location-based insight from over 250+ data sources.,"Java,Node.js,Microservices,MongoDB",https://www.instahyre.com/job-293192-technical-lead-at-data-sutram-mumbai/
Fleek - Python Developer,Job available in Chennai,Founded in 2021,0 - 10 employees,"Fleek is a subscription management platform that enables users to control, manage, split, and pay for various subscription-based services like Netflix, Prime, etc. seamlessly in a tap.","Flask,MySQL",https://www.instahyre.com/job-293263-python-developer-at-fleek-chennai/
Health iPASS - Python Developer,Job available in Hyderabad,Founded in 2013,10 - 50 employees,"Health iPASS is a healthcare-tech firm simplifying RCM for healthcare institutions by improving patient experience through a virtual patient check-in, intake, and payment experience with clear cost communication.","AWS,MySQL",https://www.instahyre.com/job-293128-python-developer-at-health-ipass-hyderabad/
JP Morgan - Software Engineer II,Job available in Hyderabad,Founded in 1900,More than 1000 employees,"JP Morgan is one of the world's largest banks. It is a major financial services provider and world's sixth largest public company, working in investment banking, wealth management, treasury services and more.",Golang,https://www.instahyre.com/job-293133-software-engineer-ii-at-jp-morgan-2-hyderabad/
Kristal.AI - Fullstack Developer,Job available in Work From Home,Founded in 2016,50 - 200 employees,"Kristal.AI is a Financial Services company that offers an AI-enabled Digital Asset Management Platform, giving investors access to curated portfolios from Portfolio Managers globally.","Node.js,React.js",https://www.instahyre.com/job-293180-fullstack-developer-at-kristal-work-from-home/
Launch Ventures - Fullstack - Software Engineer,Job available in Work From Home,Founded in 2011,50 - 200 employees,"Launch Ventures caters to software products and high-performance team setup for startups specializing in IoT design, web application development, mobile application development, etc.","JavaScript,Angular,Django,Flask,jQuery,+3,Node.js,React.js,Vue.js",https://www.instahyre.com/job-293291-fullstack-software-engineer-at-launch-ventures-work-from-home/
LightBeam.ai - QA Lead,Job available in Bangalore,Founded in 2023,10 - 50 employees,"LightBeam is a technology company, leveraging AI/ML to develop solutions in the data security and privacy automation domain to empower organizations to manage, access and share their sensitive data securely.","Selenium,Automation Testing,SDET,Kubernetes",https://www.instahyre.com/job-293226-qa-lead-at-lightbeam-bangalore/
Mobile Premier League - Data Scientist,Job available in Bangalore,Founded in 2018,500 - 1000 employees,MPL is a mobile eSports platform where one can play mobile games & win rewards. Its games range from simple skill-based ones like Fruit Chop to immersive experiences like Pro Cricket.,Machine Learning,https://www.instahyre.com/job-293155-data-scientist-at-mobile-premier-league-bangalore/
Navi Technologies - Principal Data Scientist,Job available in Bangalore,Founded in 2019,50 - 200 employees,"Navi Technologies is building a consumer-centric and technology-driven business to make financial services simple and accessible for everyone by offering a range of loans, insurance, and more.","AWS,NLP,Machine Learning,AWS Glue",https://www.instahyre.com/job-293217-principal-data-scientist-at-navi-technologies-bangalore/
Planview - Principal Data Scientist,Job available in Bangalore,Founded in 1989,500 - 1000 employees,"Planview is a computer software organization that provides services related to Portfolio Management, Project Management, Resource Management, Business Process Management, etc.","Machine Learning,Scikit-learn,NLP,Amazon SageMaker",https://www.instahyre.com/job-293235-principal-data-scientist-at-planview-bangalore/
Porter - Software Development Engineer - 3,Job available in Bangalore,Founded in 2014,500 - 1000 employees,"Porter, an online logistics marketplace, has raised US $5.5 Mn in series A funding from Sequoia, Kae and other investors. It aims to disrupt and organize the $6 Bn mini truck transportation market in India.","Java,Node.js",https://www.instahyre.com/job-293140-software-development-engineer-3-at-porter-bangalore/
Reliance Jio - Principal Data Scientist,Job available in Bangalore,Founded in 2016,500 - 1000 employees,"Reliance Jio is the largest 4G network in India. It offers high-speed mobile internet connection and an engaging digital ecosystem with apps for video, music, payments, messaging, etc.","Machine Learning,AWS,PyTorch",https://www.instahyre.com/job-293209-principal-data-scientist-at-reliance-jio-bangalore/
Sequoia Capital - Senior Software Engineer,Job available in Bangalore,Founded in 1972,50 - 200 employees,"Sequoia is a US-based VC firm that invests in early to growth-stage startups focusing on energy, finance, healthcare, and internet sectors. Their portfolio includes Apple, Cisco, Google, NVIDIA and more.","Ruby on Rails,AWS,Microservices",https://www.instahyre.com/job-293244-senior-software-engineer-at-sequoia-capital-bangalore/
Sequoia Capital - Software Engineer,Job available in Bangalore,Founded in 1972,50 - 200 employees,"Sequoia is a US-based VC firm that invests in early to growth-stage startups focusing on energy, finance, healthcare, and internet sectors. Their portfolio includes Apple, Cisco, Google, NVIDIA and more.","Ruby,PostgreSQL,MySQL,Microservices",https://www.instahyre.com/job-293232-software-engineer-at-sequoia-capital-bangalore/
Uber - Software Engineer II Backend,Job available in Bangalore,Founded in 2009,More than 1000 employees,"Uber offers an online-ride hailing and on-demand service platform. The platform enables users to book various services like taxi-hailing, food-delivery, freight solutions, and more.","C,C++,Golang,Java,Node.js,Django,Flask,+2,Hibernate,Spring",https://www.instahyre.com/job-293283-software-engineer-ii-backend-at-uber-bangalore/
Village Talkies - Backend Developer,Job available in Bangalore,Founded in 2014,10 - 50 employees,"Village Talkies is a corporate media production firm that has delivered 1500+ end-to-end video production and animation projects for top-tier global clients like Infosys, Decathlon, Mphasis, Tata Elxsi, DRDO, etc.","Node.js,Express.js,Flask",https://www.instahyre.com/job-293184-backend-developer-at-village-talkies-bangalore/
Virtana - Software Engineer,Job available in Noida,Founded in 2008,200 - 500 employees,N/A,"Bash,MongoDB,Kubernetes,Git",https://www.instahyre.com/job-293269-software-engineer-at-virtana-noida/
Ximkart - Data Scientist,Job available in Bangalore,Founded in 2021,10 - 50 employees,"Ximkart is a B2B e-commerce platform that is bridging the long trade gap between buyers and sellers by securing kids, women, and men's fashion e-commerce platform including cross-border trade services.","Machine Learning,Statistics",https://www.instahyre.com/job-293115-data-scientist-at-ximkart-bangalore/
91Squarefeet - Power BI Developer,Job available in Bangalore,Founded in 2019,50 - 200 employees,"91Squarefeet is revolutionizing retail expansion and space transformation for several retail stores by offering services for turnkey development, fixtures and fit-outs, digital solutions, maintenance, and audit.","Power BI,SQL,DAX",https://www.instahyre.com/job-292970-power-bi-developer-at-91squarefeet-bangalore/
AdYogi - SDE1,Job available in Gurgaon,Founded in 2014,50 - 200 employees,AdYogi is an e-commerce digital ads automation platform that helps e-commerce companies save time and generate more revenue by acquiring customers online via automated digital ads.,"Java,Django,Spring",https://www.instahyre.com/job-292951-sde1-at-adyogi-gurgaon/
Angel One - Director Engineering,Job available in Bangalore,Founded in 1987,More than 1000 employees,"Angel One provides retail personal financial services in India. The company offers e-broking, portfolio management, mutual fund, private client group, commodities broking, investment advisory, etc.","Golang,Java",https://www.instahyre.com/job-292997-director-engineering-at-angel-one-bangalore/
CAW Studios - Engineering Manager,Job available in Hyderabad,Founded in 2017,50 - 200 employees,"CAW Studios is Product Development Studio specilaizing in solving solution though code with expertiae in technologies such as Angular, Xamarin, DotNet Stack, MEAN Stack, etc.","Golang,Java,JavaScript,Angular,Django,+2,Node.js,React.js",https://www.instahyre.com/job-292979-engineering-manager-at-caw-studios-hyderabad/
Data Sutram - Data Engineer,Job available in Mumbai,Founded in 2018,0 - 10 employees,Data Sutram is an AI-based location intelligence company with a cloud-based B2B data marketplace product that helps businesses leverage location-based insight from over 250+ data sources.,"Machine Learning,AWS,Google Cloud,Azure",https://www.instahyre.com/job-293020-data-engineer-at-data-sutram-mumbai/
Digicorp Information Systems - Python Developer,Job available in Ahmedabad,Founded in 2004,50 - 200 employees,"Digicorp is a software consultancy and startup studio that specializes in Web-based app development, Mobile app development, Product Development, Software solutions Healthcare, etc.","Django,Flask",https://www.instahyre.com/job-292985-python-developer-at-digicorp-information-systems-ahmedabad/
Flipkart - SRE (Site Reliability Engineer),Job available in Bangalore,Founded in 2007,More than 1000 employees,"India's leading e-commerce company. Founded in 2007 by IIT graduates, Flipkart is currently valued at over $15 billion and has raised over $3 billion in funding. Acquired fashion site Myntra in 2014.","Golang,Java",https://www.instahyre.com/job-292944-sre-site-reliability-engineer-at-flipkart-bangalore/
Foundation AI - Data Scientist,Job available in Hyderabad,Founded in 2018,10 - 50 employees,Foundation AI is an IT service and consulting organization that helps legal and insurance business industries to automate their operations by providing various technology-enabled solutions and products.,"NLP,TensorFlow,PyTorch,Machine Learning",https://www.instahyre.com/job-293017-data-scientist-at-foundation-ai-hyderabad/
Gramener Digital - Senior Python Developer,"Job available in Bangalore, Coimbatore, Hyderabad",Founded in 2014,50 - 200 employees,"Gramener is an IT company that offers end-to-end IT consulting and application services using its onshore-offshore model with a special focus on IBM, Microsoft, and open-source technologies.","CSS,HTML,JavaScript,jQuery",https://www.instahyre.com/job-292919-senior-python-developer-at-gramener-digital-bangalore-coimbatore-hyderabad/
Mai Labs - QA Engineer,"Job available in Hyderabad, Noida",Founded in 2022,50 - 200 employees,"P2E Pro is a technology company that uses blockchain, smart contracts, AI, ML, and immersive technologies to revolutionize Metaverse to create, experiment, and monetize content/creativity for several users.","Automation Testing,Manual Testing,+6,Performance Testing,SDET,Security Testing,Cucumber,Java,Selenium",https://www.instahyre.com/job-293106-qa-engineer-at-mai-labs-hyderabad-noida/
Nykaa - Staff Engineer,Job available in Gurgaon,Founded in 2012,200 - 500 employees,"Nykaa is an eCommerce store focused on beauty and wellness products for both men and women, along with product reviews, tips and tricks regarding beauty products. Also operates offline stores. Has raised over $25 million in funding till date.",Django,https://www.instahyre.com/job-293014-staff-engineer-at-nykaa-gurgaon/
Plivo - Software Development Engineer - 1 Fullstack,Job available in Bangalore,Founded in 2011,50 - 200 employees,"Plivo provides a cloud-based API platform that enables developers and businesses to build Voice and SMS apps in the cloud. Profitable with over 50,000 customers. Funded by top tier investors like Y Combinator.","Golang,JavaScript,Angular,React.js,Vue.js",https://www.instahyre.com/job-293036-software-development-engineer-1-fullstack-at-plivo-bangalore/
Ripplr - Software Developer,Job available in Bangalore,Founded in 2019,50 - 200 employees,"Ripplr is a B2B Logistics, Distribution Start-up with tech enabled solutions such as AI, IoT & ML. It provides a package of Logistics, Distribution and Retail ecosystem solutions to clients.","Data Structures,Algorithms",https://www.instahyre.com/job-292959-software-developer-at-ripplr-bangalore/
Robosoft Technologies - Big Data Architect,Job available in Bangalore,Founded in 1996,500 - 1000 employees,"Robosoft is a full-service digital experiences agency offering digital consulting, design strategy, UX/UI design and engineering services. Apple was their first customer in 1996; other customers include McDonald's, Disney, etc.","Scala,Snowflake,Java,Databricks",https://www.instahyre.com/job-293022-big-data-architect-at-robosoft-technologies-bangalore/
Salesken - Machine Learning Engineer I,Job available in Bangalore,Founded in 2018,50 - 200 employees,"Salesken is a Computer Software company that provides services related to customer-salesperson interactions, specializing in inside sales, conversational AI, NLP, signal engines, script analysis, etc.","Machine Learning,NLP",https://www.instahyre.com/job-293105-machine-learning-engineer-i-at-salesken-bangalore/
Sapiens - Technical Infrastructure Manager,Job available in Bangalore,Founded in 1982,More than 1000 employees,Sapiens is a leading global provider of business solutions for the insurance industry with an emerging focus on other financial services. They enable insurance organizations to adapt quickly to change.,"Linux,Azure,Kubernetes,DevOps",https://www.instahyre.com/job-292939-technical-infrastructure-manager-at-sapiens-bangalore/
Sequoia Group - Backend Engineer II,Job available in Bangalore,Founded in 2001,200 - 500 employees,"Sequoia Group is an innovative brokerage firm providing strategic benefits, HR, and risk management services to hyper-growth companies. Based in the US, it has over 1000 corporate clients internationally.","Golang,Node.js,Django,Flask",https://www.instahyre.com/job-293024-backend-engineer-ii-at-sequoia-consulting-group-bangalore/
SyManSys Technologies India - Python Fullstack Developer,"Job available in Bangalore, Kolkata, Pune",Founded in 2013,50 - 200 employees,"SyManSys Technologies is a digital marketing company that offers technology-enabled business solutions and consulting services like animation, SEO, BPO services, IT staffing to help companies scale their business.","JavaScript,React.js",https://www.instahyre.com/job-292937-python-fullstack-developer-at-symansys-technologies-india-bangalore-kolkata-pune/
Thrasio - Software Engineer,Job available in Work From Home,Founded in 2018,More than 1000 employees,"Thrasio is a digital consumer goods company that buys and grows several Amazon businesses. It manages a global portfolio of several brands like Facebook, Google, etc. to deliver high-quality products.","Django,Flask",https://www.instahyre.com/job-293008-software-engineer-at-thrasio-work-from-home/
WeRize - Product Analyst,Job available in Bangalore,Founded in 2019,50 - 200 employees,"WeRize is the Indian fintech platform and a full-stack financial services provider that manufactures and distributes a wide portfolio of customized credit, insurance, and savings products for its customers.",SQL,https://www.instahyre.com/job-293018-product-analyst-at-werize-bangalore/
56 Secure - Data Scientist Intern (Internship),Job available in Bangalore,Founded in 2020,50 - 200 employees,56 Secure is an AI-powered automated security platform for homes and enterprises that offers real-time automated security and physical intervention as a subscription by leveraging algorithms and software platforms.,"Computer Vision,Machine Learning,CUDA,PyTorch,+1,TensorFlow",https://www.instahyre.com/job-292818-data-scientist-intern-internship-at-56-secure-bangalore/
Allen Career Institute - Principal Backend Engineer,Job available in Bangalore,Founded in 1988,More than 1000 employees,"Allen is a career coaching institute that offers classroom, distance learning, and online courses to students who are appearing for national-level entrance exams while operating across 35 cities nationwide.","Java,Algorithms,Data Structures,Golang",https://www.instahyre.com/job-292916-principal-backend-engineer-at-allen-career-institute-bangalore/
AllSecure - Senior Software Engineer,Job available in Work From Home,Founded in 2021,10 - 50 employees,"AllSecure is a cyber security company that provides security solutions to various organizations while offering cyber risk quantification, vulnerability assessment, threat monitoring, and cloud security services.","Django,Flask",https://www.instahyre.com/job-292808-senior-software-engineer-at-allsecure-work-from-home/
Applied AI Consulting - QA Automation Engineer,Job available in Pune,Founded in 2019,50 - 200 employees,"Applied AI is a product-led tech firm assisting 50+ global enterprises, SaaS, and consumer tech companies in transforming operations specializing in AI, DevOps, cloud, quality engineering, and other services.","Automation Testing,Performance Testing,SDET,+4,Cucumber,Java,JMeter,Selenium",https://www.instahyre.com/job-292829-qa-automation-engineer-at-applied-ai-consulting-pune/
Credgenics - Director of Data Science,Job available in Noida,Founded in 2018,200 - 500 employees,"Credgenics is India's leading Recovery & technology enabled Collections platform working with financial institutions, Banks, NBFCs & Digital lending firms to improve their collections efficiency using technology.","Big Data,R",https://www.instahyre.com/job-292857-director-of-data-science-at-credgenics-noida/
Foundation AI - Senior Data Scientist,Job available in Hyderabad,Founded in 2018,10 - 50 employees,Foundation AI is an IT service and consulting organization that helps legal and insurance business industries to automate their operations by providing various technology-enabled solutions and products.,SQL,https://www.instahyre.com/job-292909-senior-data-scientist-at-foundation-ai-hyderabad/
IntegriChain - Data Engineer - Talend,Job available in Pune,Founded in 2005,500 - 1000 employees,"IntegriChain is a pharmaceutical software and services company that delivers data, applications, and business process infrastructure for pharmaceutical and life science manufacturers.","Talend,SQL,ETL",https://www.instahyre.com/job-292904-data-engineer-talend-at-integrichain-pune/
IRIS hightech - Python Developer,Job available in Mumbai,Founded in 2008,50 - 200 employees,"IRIS hightech offers complete solution towards product Design & Development, Simulation, Technical Documentation, product data management, training, and support for industries like Mechanical, Electrical.","Django,Flask",https://www.instahyre.com/job-292840-python-developer-at-iris-hightech-mumbai/
Jupiter - Data Analyst III,Job available in Bangalore,Founded in 2019,50 - 200 employees,"Jupiter is an AI-based neo banking platform that makes money management simple by offering smart insights based on spendings and a range of banking features like zero balance accounts, UPI, and more.","Microsoft Excel,Power BI,R,SQL,Tableau",https://www.instahyre.com/job-292812-data-analyst-iii-at-jupiter-3-bangalore/
LambdaTest - QA Architect,Job available in Noida,Founded in 2017,200 - 500 employees,LambdaTest is a testing cloud platform that allows developers and tester to perform both automated and manual cross-browser testing on 2000+ different browser configurations.,"Appium,Automation Testing,Cucumber,Java,+8,JavaScript,Manual Testing,Mobile Apps Testing,Performance Testing,Ruby,SDET,Security Testing,Selenium",https://www.instahyre.com/job-292785-qa-architect-at-lambdatest-noida/
Merkle Science - Senior Backend Developer,Job available in Bangalore,Founded in 2018,10 - 50 employees,Merkle Science is an Information Technology and Services company that utilises machine learning to provide risk monitoring solutions to detect and prevent illegal use of cryptocurrencies.,"Golang,Django,Flask",https://www.instahyre.com/job-292784-senior-backend-developer-at-merkle-science-bangalore/
Mirafra Technologies - Data Engineer,Job available in Bangalore,Founded in 2004,More than 1000 employees,"Mirafra offers semiconductor technology services such as design and verification, design implementation, library and flow development, post silicon validation, IC packaging, etc. It has offices in India, US and Singapore.","PySpark,Airflow,Databricks,Spark",https://www.instahyre.com/job-292896-data-engineer-at-mirafra-technologies-2-bangalore/
Nykaa - SDE - 3 / Staff Engineer,Job available in Bangalore,Founded in 2012,200 - 500 employees,"Nykaa is an eCommerce store focused on beauty and wellness products for both men and women, along with product reviews, tips and tricks regarding beauty products. Also operates offline stores. Has raised over $25 million in funding till date.","Microservices,Java",https://www.instahyre.com/job-292828-sde-3-staff-engineer-at-nykaa-bangalore/
Nykaa - SDE III,Job available in Gurgaon,Founded in 2012,200 - 500 employees,"Nykaa is an eCommerce store focused on beauty and wellness products for both men and women, along with product reviews, tips and tricks regarding beauty products. Also operates offline stores. Has raised over $25 million in funding till date.",Django,https://www.instahyre.com/job-292895-sde-iii-at-nykaa-gurgaon/
OpenEnvoy - SDE III / IV,"Job available in Bangalore, Hyderabad, Work From Home",Founded in 2020,10 - 50 employees,"OpenEnvoy is a fintech startup solving fraud through account payable automation, the product offers automatic identification of invoice discrepancies, aging process automation, and supplier fraud elimination.",Node.js,https://www.instahyre.com/job-292917-sde-iii-iv-at-openenvoy-bangalore-hyderabad-work-from-home/
Recro - Technical Architect,Job available in Bangalore,Founded in 2014,200 - 500 employees,Recro is a developer-focused platform bridging the gap between talent and opportunity by seamlessly matching individual expertise with the right opportunities in high-growth organizations.,"Machine Learning,NLP,Azure,AWS",https://www.instahyre.com/job-292789-technical-architect-at-recro-2-bangalore/
Rippling - Engineering Manager,Job available in Bangalore,Founded in 2016,More than 1000 employees,"Started by the founder of multi-billion dollar startup Zenefits, Rippling automates the task checklist of IT, HR, Facilities, Legal, Finance, and employees during the onboarding and offboarding processes.","C,C++,Golang,Java,Ruby",https://www.instahyre.com/job-292793-engineering-manager-at-rippling-bangalore/
SAS - Python Automation Developer,Job available in Pune,Founded in 1976,More than 1000 employees,"SAS is a global leader in business analytics software and services. Through innovative analytics and data management software, SAS helps 70,000 customers turn data into better decisions.","Azure,Docker,Kubernetes,Linux",https://www.instahyre.com/job-292854-python-automation-developer-at-sas-pune/
TVS Credit Services - Data Scientist,Job available in Chennai,Founded in 2009,More than 1000 employees,"TVS Credit Services is a Financial Services company that offers Commercial Vehicles Loans, Business Loans, etc. It has been listed among the Top 40 in India's leading BFSI companies 2019 by Dun&Bradstreet.","SQL,Machine Learning,Credit Risk Management,+1,Model Development",https://www.instahyre.com/job-292832-data-scientist-at-tvs-credit-services-chennai/
Vasp Technologies - ASP.NET Developer,Job available in Guwahati,Founded in 2016,10 - 50 employees,"Vasp Technologies is a Guwahati-based IT company offering services in design, development, web promotion, ERP, SEO, hosting, and more, spanning various sectors like education, healthcare, real estate, fintech, etc.",".NET,C++,Java,JavaScript,PHP,ASP.NET,C#",https://www.instahyre.com/job-292914-aspnet-developer-at-vasp-technologies-guwahati/
Anchanto - Engineering Manager,Job available in Pune,Founded in 2011,50 - 200 employees,"Anchanto caters to E-commerce warehouse management system that enables B2B & B2C eCommerce, Warehouses, Brands and Postal Associations for eCommerce marketplace integrations, inventory management, etc.","Engineering Management,Node.js,Ruby on Rails,+1,Product Management",https://www.instahyre.com/job-292644-engineering-manager-at-anchanto-pune/
Atlys - Fullstack Developer,Job available in Gurgaon,Founded in 2020,10 - 50 employees,Atlys is a technology-enabled company that aims to make travel efficient for customers by prioritizing and automating interactions to make it easy to get a visa for enough travelers.,"TypeScript,Node.js,MongoDB,PostgreSQL",https://www.instahyre.com/job-292587-fullstack-developer-at-atlys-gurgaon/
Baygrape Technology Solutions - Senior Test Engineer,Job available in Bangalore,Founded in 2016,10 - 50 employees,"BayGrape is an IT product and services company that provides development, customization, integration, and maintenance of enterprise-level solutions, as well as advanced web, mobile, chatbot applications.","Automation Testing,Manual Testing,Mobile Apps Testing,+7,Performance Testing,SDET,Appium,Java,JMeter,Selenium,SoapUI",https://www.instahyre.com/job-292760-senior-test-engineer-at-baygrape-technology-solutions-bangalore/
Blinkit - Data Analyst,"Job available in Bangalore, Gurgaon",Founded in 2013,More than 1000 employees,"Blinkit is a grocery and e-commerce platform that follows an instant delivery model offering grocery staples, vegetables, emergency supplies, electronics, and much more to over 10 million Indians.","Power BI,QlikView,R,SQL,Tableau",https://www.instahyre.com/job-292734-data-analyst-at-blinkit-bangalore-gurgaon/
Celcius Logistics Solutions - Data Scientist,Job available in Chennai,Founded in 2020,10 - 50 employees,Celcius Logistics Solutions is a web and app-based cold-chain marketplace startup that brings a complete cold chain solution network to help transporters and manufacturers by booking vehicle loads and cold storage.,"Machine Learning,NLP,Algorithms,Data Structures",https://www.instahyre.com/job-292591-data-scientist-at-celcius-logistics-solutions-chennai/
E2open - Python - Full Stack Developer,Job available in Bangalore,Founded in 2000,More than 1000 employees,"E2open aims to create a more connected, intelligent supply chain with sensing and responding to real-time demand, supply and delivery constraints, specializing in inventory optimization, demand planning, etc.","Django,JavaScript,React.js,HTML",https://www.instahyre.com/job-292716-python-full-stack-developer-at-e2open-bangalore/
EPAM Systems - Python Developer (ML),"Job available in Bangalore, Hyderabad, Pune",Founded in 1993,More than 1000 employees,"US based EPAM Systems is a leading global product development and digital platform engineering services company. With a presence around the world, it has ranked #12 in FORBES 25 Fastest Growing Public Tech Companies.",,https://www.instahyre.com/job-292574-python-developer-ml-at-epam-systems-bangalore-hyderabad-pune/
Fintrac Global Services - Senior DevOps Engineer,Job available in Hyderabad,Founded in 2018,50 - 200 employees,"Fintrac is a fin-tech services firm that offers technical support, QA testing, business intelligence, knowledge process outsourcing, and related services in the hospitality, entertainment and other leisure sectors.","AWS,Azure,Google Cloud,Jenkins",https://www.instahyre.com/job-292557-senior-devops-engineer-at-fintrac-global-services-hyderabad/
GrayMatter Software Services - Machine Learning Engineer,Job available in Bangalore,Founded in 2006,200 - 500 employees,"GrayMatter Software Services is an IT & Services organization that provides services related to End-to-end BI Implementation Services, Airport Analytics, Insurance Analytics, etc.","Machine Learning,Databricks,Git",https://www.instahyre.com/job-292552-machine-learning-engineer-at-graymatter-software-services-bangalore/
GrayMatter Software Services - Machine Learning Engineer,Job available in Bangalore,Founded in 2006,200 - 500 employees,"GrayMatter Software Services is an IT & Services organization that provides services related to End-to-end BI Implementation Services, Airport Analytics, Insurance Analytics, etc.","Machine Learning,Databricks",https://www.instahyre.com/job-292664-machine-learning-engineer-at-graymatter-software-services-bangalore/
